cntr_01,dist_x,pang_x,count_01,source_01,ra_01,dec_01,velo_01,date_obs_01,tsys_01,int_01,rms1_01,vlo1_01,vhi1_01,ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr
4094,0.505415,59.998351,5293,SDSSJ16055+1748,241.3826,17.80722,9600,2016.191,41.9,10,4.1,8260,10952,241.3827277,17.8072902,0.0647,0.0682,14.703,0.03,36.0,14.278,0.044,24.5,11.36,0.168,6.4,8.419,,1.6
4095,0.689669,155.62609,5294,1605323+1956053,241.3846,19.93481,10486,2011.194,35.4,10,3.2,9049,11936,241.3846841,19.9346355,0.0415,0.0407,13.022,0.022,49.4,12.899,0.027,40.9,9.33,0.036,30.6,7.431,0.133,8.2
4096,0.137788,-17.010286,5296,160534+323940,241.3944,32.66139,8880,2006.977,39.0,10,3.4,8594,11474,241.3943867,32.6614266,0.0408,0.0411,13.126,0.024,45.0,12.944,0.027,40.4,9.158,0.026,41.1,6.466,0.046,23.7
4097,0.23032,139.432412,5297,IC1182,241.4033,17.80214,10240,2015.108,37.0,10,3.9,8805,11688,241.4033437,17.8020914,0.0345,0.0334,11.347,0.023,47.8,11.31,0.021,52.6,8.444,0.023,47.9,6.346,0.051,21.3
4098,0.486588,162.0714,5298,MRK298,241.4033,17.80222,10240,2003.916,48.2,48,2.1,8805,11688,241.4033437,17.8020914,0.0345,0.0334,11.347,0.023,47.8,11.31,0.021,52.6,8.444,0.023,47.9,6.346,0.051,21.3
4099,0.247933,-35.166625,5299,160543+271217,241.4317,27.20494,9176,2006.977,38.6,10,3.6,8890,11775,241.4316554,27.2049963,0.0394,0.0373,11.78,0.023,46.7,11.762,0.021,51.0,10.13,0.062,17.5,7.976,0.19,5.7
4100,0.141337,15.675773,5300,NGC6060,241.4666,21.48492,4439,2006.988,66.4,5,9.0,3057,5833,241.4666114,21.4849578,0.0334,0.0309,10.559,0.022,48.8,10.518,0.02,54.2,7.442,0.019,57.0,5.497,0.039,27.8
4101,0.29087,-78.578376,5301,SDSSJ16059+4403,241.4922,44.05542,13300,2016.358,39.1,10,4.2,11928,14685,241.4920898,44.055436,0.0366,0.0359,12.341,0.024,46.0,12.02,0.022,49.8,9.068,0.025,44.1,6.668,0.046,23.4
4102,3.317785,82.675006,5302,IC1191,241.6198,18.26786,11632,2003.939,44.2,36,2.2,10202,13112,241.6207626,18.2679775,0.0354,0.0347,11.879,0.023,47.5,11.675,0.022,48.3,8.129,0.02,53.6,5.658,0.042,25.8
4103,1.303281,2.008849,5303,J1606+1422,241.6468,14.36722,9735,2015.108,38.7,10,4.1,8305,11178,241.6468131,14.3675818,0.0634,0.0827,14.181,0.034,31.7,14.048,0.048,22.7,11.793,0.284,3.8,8.463,0.517,2.1
4104,0.331307,136.359125,5304,160639+174700,241.6609,17.78336,11025,2008.246,49.6,10,4.4,9583,12481,241.6609667,17.7832934,0.0426,0.0411,12.463,0.024,44.5,12.443,0.024,44.8,9.675,0.041,26.5,7.972,0.171,6.3
4105,0.546977,-126.043368,5305,160640+300556,241.6675,30.09906,6559,2006.977,40.5,10,3.5,6278,9114,241.667358,30.0989706,0.0321,0.0313,10.463,0.022,48.6,10.411,0.02,53.8,7.85,0.017,63.8,6.222,0.057,19.2
4106,0.627581,-125.850809,5306,160643+153535,241.6774,15.59306,11635,2008.246,42.6,10,3.6,10187,13096,241.6772533,15.5929579,0.0426,0.0392,12.345,0.024,45.8,12.263,0.024,45.4,9.244,0.033,32.4,7.139,0.107,10.2
4107,0.794935,69.508547,5307,SDSSJ16069+3719,241.7333,37.32158,12300,2016.241,41.4,10,5.8,10937,13676,241.7335601,37.3216573,0.0401,0.0401,13.218,0.024,45.5,12.96,0.025,43.1,9.726,0.028,39.0,7.555,0.088,12.4
4108,0.319985,-152.026744,5308,160703+010629,241.7665,1.10819,8170,2007.014,32.5,15,2.5,6754,9599,241.7664583,1.1081115,0.0406,0.0393,12.034,0.023,46.4,12.056,0.023,47.8,10.234,0.063,17.1,8.221,0.273,4.0
4109,0.365534,-80.018184,5310,J160707+220338,241.7793,22.06058,4328,2014.092,40.4,10,4.2,2947,5721,241.7791921,22.0605976,0.0324,0.0312,10.809,0.023,46.7,10.613,0.021,50.9,6.766,0.016,68.8,4.383,0.03,36.3
4110,2.840936,-85.348129,5311,CGCG079-049,241.8422,10.36594,4878,2003.291,38.9,20,2.6,3492,6276,241.8414004,10.366004,0.0392,0.0363,11.852,0.022,48.6,11.836,0.021,51.3,10.003,0.061,17.7,8.305,0.286,3.8
4112,2.067818,12.490075,5313,160745+292012,241.9413,29.33672,7240,2008.038,37.0,10,3.3,5832,8660,241.9414425,29.3372808,0.0505,0.0689,12.976,0.035,30.8,12.951,0.037,29.1,10.811,0.12,9.1,8.049,0.301,3.6
4113,0.219603,-41.197066,5314,IC-1196,241.9932,10.77964,4885,2006.988,88.1,5,13.2,3499,6284,241.9931591,10.7796859,0.0301,0.0307,11.2,0.02,53.5,11.042,0.02,53.6,6.847,0.016,69.8,4.145,0.024,45.5
4114,1.237,-152.003257,5315,160824+482055,242.1008,48.34867,13190,2008.318,33.2,10,2.9,11727,14666,242.1005573,48.3483666,0.0358,0.0356,12.436,0.024,45.7,12.244,0.022,49.3,8.941,0.022,50.1,6.818,0.057,19.1
4115,0.500038,-69.298868,5316,MRK871,242.1517,12.33097,10090,2016.264,46.1,9,5.0,8746,11446,242.151567,12.3310191,0.03,0.0295,10.436,0.023,46.6,9.648,0.019,56.0,6.425,0.017,65.5,3.837,0.023,48.0
4116,0.215683,76.09263,5318,2MASXJ16090555+,242.273,27.89272,9576,2012.982,34.0,10,3.4,8147,11018,242.2730658,27.8927344,0.0393,0.0384,11.849,0.022,48.3,11.796,0.022,49.3,10.293,0.061,17.9,8.801,0.426,2.5
4117,0.638075,154.592465,5319,UGC10244,242.4808,43.12917,9752,2012.355,45.2,10,5.1,8321,11196,242.4809042,43.1290099,0.0317,0.0313,11.291,0.022,48.4,11.238,0.02,55.1,8.275,0.018,59.7,6.512,0.045,23.9
4118,1.253501,150.750468,5320,161037+293048,242.6541,29.51322,9050,2008.038,35.6,10,3.3,7626,10487,242.6542955,29.5129162,0.0383,0.0372,12.338,0.024,45.8,12.176,0.022,48.3,9.183,0.028,38.4,7.467,0.117,9.3
4119,0.322102,-10.410633,5321,SBS1609+490,242.7159,48.91081,13509,2012.982,35.2,10,3.3,12043,14988,242.7158754,48.910898,0.0297,0.0321,12.549,0.023,46.6,11.555,0.02,53.5,7.843,0.015,71.3,4.848,0.025,43.0
4120,0.218609,117.033391,5322,161052+223732,242.7183,22.62556,10091,2008.038,36.5,10,3.3,8657,11538,242.7183586,22.6255324,0.0427,0.0418,12.931,0.024,45.4,12.853,0.026,42.5,9.456,0.037,29.5,7.303,0.129,8.4
4121,0.868113,53.244336,5323,SBS1610+589,242.8525,58.85025,9600,2016.329,48.1,9,5.0,8260,10952,242.8528735,58.8503943,0.0301,0.0304,11.178,0.022,48.3,10.364,0.02,54.3,7.044,0.016,69.0,4.415,0.025,43.7
4122,0.61186,-39.841096,5324,UGC10279NED01,242.9361,60.58386,4421,2012.982,37.1,10,3.8,3039,5815,242.9358783,60.5839905,0.0384,0.0385,13.64,0.024,44.8,13.281,0.024,44.4,9.304,0.024,45.8,6.297,0.034,31.8
4123,0.076669,51.00902,5325,SDSSJ16119+5211,242.9846,52.188,12300,2016.458,51.1,10,5.3,10936,13676,242.984627,52.1880134,0.0354,0.0351,12.478,0.023,48.0,12.104,0.021,51.4,9.317,0.026,42.5,6.96,0.06,18.2
4124,0.317876,150.30092,5326,GIN549,243.0696,29.57314,16237,2014.063,60.1,13,5.2,14746,17742,243.0696503,29.5730633,0.0415,0.0406,12.571,0.023,46.2,12.452,0.024,45.3,10.271,0.062,17.4,8.023,0.174,6.2
4125,0.519551,79.863189,5327,161237+392508,243.1549,39.41903,9655,2008.157,41.1,10,3.5,8225,11098,243.1550839,39.4190554,0.0385,0.0371,12.127,0.023,47.2,12.083,0.021,51.2,10.156,0.043,25.5,8.247,0.132,8.2
4126,0.235763,75.497571,5328,161246+275914,243.1955,27.98733,9899,2008.038,35.5,10,3.3,8467,11344,243.1955718,27.9873464,0.0371,0.0351,10.965,0.022,49.6,10.991,0.021,51.8,9.202,0.033,33.2,7.712,0.136,8.0
4127,0.099078,177.719376,5329,1612512-0521173,243.2134,-5.35481,9256,2010.996,42.1,10,4.0,7830,10695,243.2134011,-5.3548375,0.0318,0.0312,11.26,0.023,48.0,10.482,0.02,55.3,7.501,0.019,58.2,5.056,0.03,36.2
4128,0.242015,-30.372517,5330,SDSSJ161328.05+,243.367,50.37717,17943,2014.082,51.4,10,5.5,16436,19464,243.3669467,50.377228,0.0495,0.0496,14.483,0.025,43.0,14.064,0.03,36.0,11.284,0.078,13.9,8.845,0.219,5.0
4129,0.291006,17.719439,5331,2MASXJ16133344+,243.3894,48.18414,17605,2014.082,49.0,10,5.1,16101,19123,243.3894369,48.184217,0.046,0.0464,14.093,0.025,42.9,13.696,0.028,39.5,10.353,0.043,25.1,8.068,0.115,9.4
4130,1.29728,66.429063,5332,2MASXJ16134780+,243.4487,29.15308,9161,2012.996,34.9,10,3.6,7736,10599,243.4490782,29.1532241,0.0408,0.0395,12.42,0.024,45.7,12.265,0.023,46.5,9.843,0.041,26.7,7.742,0.145,7.5
4131,0.274801,63.466363,5333,161347.8+290911,243.449,29.15319,9162,2012.243,38.2,10,4.1,7737,10600,243.4490782,29.1532241,0.0408,0.0395,12.42,0.024,45.7,12.265,0.023,46.5,9.843,0.041,26.7,7.742,0.145,7.5
4132,0.619466,-112.158051,5334,161350+350849,243.4611,35.14694,8834,2008.157,39.8,10,3.6,7412,10269,243.4609051,35.1468751,0.057,0.0407,12.582,0.028,38.4,12.414,0.029,37.1,9.454,0.039,28.1,7.377,0.254,4.3
4133,0.27054,167.260863,5335,J1614+1416,243.5137,14.28217,9083,2015.108,37.9,10,3.9,7659,10520,243.5137171,14.2820967,0.0354,0.0342,10.941,0.022,50.1,10.854,0.02,53.0,8.497,0.026,41.3,6.613,0.072,15.1
4134,0.180597,-13.401008,5336,2MASXJ16140997+,243.5417,48.93789,17032,2014.082,50.7,10,5.3,15533,18545,243.5416823,48.9379388,0.048,0.0477,13.985,0.025,44.1,13.84,0.03,36.3,11.204,0.076,14.4,9.061,0.281,3.9
4135,0.341487,-141.271313,5337,2MFGC13049,243.5522,50.99922,18002,2014.082,50.4,9,5.5,16494,19524,243.5521057,50.999146,0.0404,0.0403,13.3,0.024,46.1,13.105,0.024,46.1,10.0,0.037,29.3,8.358,0.177,6.1
4136,0.061603,-177.862569,5338,161459.5+502028,243.7478,50.34117,12368,2013.041,43.1,10,4.3,10913,13836,243.747799,50.3411529,0.037,0.0366,11.963,0.022,48.4,11.927,0.021,52.8,10.367,0.046,23.5,8.589,0.188,5.8
4137,1.141045,-127.124634,5339,161534+274120,243.8945,27.68883,10133,2008.038,35.4,10,3.1,8699,11580,243.8942146,27.6886387,0.0525,0.0638,12.595,0.033,32.8,12.519,0.034,31.6,9.428,0.046,23.6,7.198,0.181,6.0
4138,0.362473,-89.317146,5340,161605-224700,244.0225,-22.78333,7818,2009.141,43.6,10,4.3,6405,9244,244.0223908,-22.7833288,0.032,0.0319,10.816,0.021,51.0,10.782,0.02,53.4,7.472,0.018,59.2,5.496,0.039,27.5
4139,1.652186,78.919658,5341,KUG1614+425NED0,244.0462,42.39972,6931,2010.235,27.8,10,2.7,5526,8348,244.0468099,42.3998082,0.0303,0.0297,11.474,0.022,49.0,11.23,0.02,53.3,7.096,0.015,71.5,5.009,0.026,41.1
4140,0.215274,-23.831053,5342,161624+515659,244.1027,51.94972,10192,2006.358,34.1,10,3.1,8757,11640,244.1026608,51.9497747,0.0344,0.0337,11.871,0.022,48.5,11.784,0.021,52.9,8.968,0.022,49.5,7.222,0.074,14.7
4141,0.693755,105.222603,5343,NGC6104,244.1278,35.70817,8429,2014.063,69.7,10,7.6,7011,9860,244.128029,35.7081194,0.036,0.0348,11.756,0.024,45.9,11.611,0.022,50.0,8.345,0.022,48.4,5.895,0.045,24.4
4142,1.224597,4.944381,5344,161638+333603,244.1618,33.60081,9970,2008.157,38.9,10,3.5,8537,11416,244.1618352,33.6011489,0.048,0.0768,13.348,0.04,27.0,13.021,0.04,27.3,9.774,0.057,19.2,7.424,0.25,4.3
4143,1.047918,116.834119,5345,GCD2000J161710.,244.2937,6.64531,27581,2003.925,35.9,44,1.5,25999,29214,244.2939615,6.6451786,0.061,0.062,14.259,0.028,38.2,14.186,0.042,25.8,12.58,,0.2,8.327,,1.6
4144,0.451572,174.224938,5346,IRAS16160+4612,244.3775,46.09169,5798,2010.369,38.7,5,5.4,4404,7205,244.3775182,46.0915652,0.0292,0.029,10.792,0.022,49.0,10.616,0.02,53.8,6.644,0.014,79.0,4.58,0.025,44.1
4145,0.648115,30.198101,5347,SBS1616+503,244.3958,50.24461,12500,2016.358,35.0,8,4.7,11135,13878,244.3959416,50.2447656,0.0297,0.0467,11.217,0.031,35.0,10.255,0.027,39.8,6.844,0.023,47.4,4.584,0.037,29.4
4146,0.210232,-61.906754,5348,B2_1615+32,244.4273,32.37619,45600,2004.141,29.9,32,1.4,43820,47398,244.427239,32.3762175,0.034,0.0325,11.397,0.023,47.0,10.511,0.021,52.7,8.122,0.02,55.4,5.974,0.046,23.8
4147,0.554633,95.176361,5349,2E1615+0611,244.44,6.06489,11400,2016.191,47.3,5,6.7,10044,12768,244.4401543,6.0648761,0.0343,0.0324,11.549,0.023,47.9,10.817,0.02,53.6,8.141,0.022,48.4,5.875,0.037,29.4
4148,1.452314,-29.76409,5350,161752+060418,244.4687,6.07169,11315,2008.277,45.5,10,4.1,9870,12773,244.4684986,6.0720402,0.0339,0.047,12.071,0.027,39.9,11.779,0.026,41.2,7.927,0.024,44.8,5.807,0.061,17.9
4149,0.625643,-31.106601,5352,J1617+2256,244.4871,22.94553,4516,2015.114,39.3,30,2.4,3133,5911,244.4870025,22.9456788,0.0309,0.0312,10.889,0.024,45.8,10.686,0.02,53.9,7.223,0.016,66.7,4.271,0.025,44.1
4150,0.850531,-34.115677,5353,161807+210359,244.5308,21.06631,9500,2008.175,44.3,20,3.0,8072,10941,244.530658,21.0665056,0.0359,0.0348,11.135,0.024,45.8,11.092,0.021,52.5,8.516,0.024,45.6,6.776,0.084,12.9
4151,0.383228,-60.140426,5354,RXSJ16181+3619,244.5392,36.33269,10200,2016.241,41.7,10,4.0,8855,11557,244.5390854,36.332743,0.0369,0.0359,12.51,0.023,47.2,11.753,0.021,51.2,9.013,0.028,38.4,6.541,0.06,18.1
4152,0.531131,3.242994,5355,CGCG1616.4+2205,244.6604,21.97306,4820,2010.044,32.8,10,3.0,8149,11020,244.660409,21.9732073,0.0355,0.0346,12.451,0.023,48.2,12.303,0.022,48.8,8.429,0.021,52.8,5.958,0.052,21.0
4153,0.383466,-113.456514,5356,ZW137.078,244.687,25.65219,14400,2016.191,39.2,10,4.1,13018,15794,244.6868916,25.6521476,0.0336,0.0323,11.901,0.023,47.2,11.239,0.02,54.0,8.052,0.02,55.2,5.533,0.04,26.9
4154,0.322042,-150.294419,5357,161928+361739,244.8675,36.29433,8676,2007.191,34.9,10,3.3,7255,10110,244.867445,36.2942523,0.0396,0.0393,12.259,0.023,46.8,12.215,0.023,46.8,9.512,0.036,30.4,7.451,0.11,9.9
4155,0.268991,-3.243548,5358,KUG1618+410,244.9638,40.97975,11400,2016.264,43.4,10,4.3,10044,12768,244.9637944,40.9798246,0.0354,0.0339,11.962,0.023,48.0,11.487,0.021,52.6,8.808,0.023,46.8,6.475,0.05,21.8
4156,0.328085,-86.414075,5359,KUG1618+402,245.0533,40.15172,8600,2016.264,45.2,9,4.8,7269,9943,245.053181,40.1517257,0.0354,0.0344,12.084,0.023,47.7,11.681,0.021,51.4,8.83,0.024,46.0,7.005,0.073,14.8
4157,0.411205,-89.046873,5360,162034+211209,245.1429,21.20253,9795,2008.175,46.7,20,2.7,8364,11239,245.1427775,21.2025319,0.0366,0.035,12.009,0.122,8.9,11.919,0.022,49.0,8.803,0.027,39.7,6.562,0.067,16.3
4158,0.180876,-125.673263,5361,IRAS16184+0651,245.2382,6.74614,17988,2003.925,44.6,48,1.8,16498,19528,245.2381589,6.7461107,0.0491,0.0531,13.54,0.036,30.2,13.086,0.029,37.6,8.699,0.027,40.4,5.653,0.041,26.8
4159,0.81692,77.167367,5362,162123+322056,245.3464,32.34897,10399,2008.157,38.6,10,3.2,8962,11849,245.3466619,32.3490204,0.0357,0.0353,12.615,0.023,46.5,12.245,0.022,48.7,8.369,0.021,51.3,5.792,0.038,28.5
4160,0.480604,-15.573252,5363,KUG1619+353B,245.4088,35.27136,15359,2014.063,58.6,15,4.9,13876,16856,245.4087561,35.2714886,0.0385,0.0375,12.604,0.023,47.5,12.26,0.024,46.2,8.797,0.027,39.9,6.363,0.051,21.4
4161,0.728644,161.022586,5364,NGC6143,245.4263,55.08614,1595,2006.052,38.0,5,5.3,239,2963,245.426415,55.0859486,0.0374,0.0379,12.17,0.025,44.1,12.129,0.024,45.4,8.383,0.023,47.4,6.58,0.064,17.1
4162,0.310621,-41.422346,5365,SBS1620+545,245.438,54.4565,15469,2014.082,52.8,10,5.5,13985,16967,245.4379018,54.4565647,0.0323,0.0319,11.789,0.023,47.8,11.221,0.02,53.6,8.221,0.018,60.2,5.909,0.035,31.2
4163,0.075964,71.487066,5366,2MASXJ16223270+,245.6362,39.94728,18938,2014.063,57.4,15,4.8,17421,20469,245.6362261,39.9472867,0.0352,0.0351,12.612,0.023,47.1,12.248,0.022,49.0,8.231,0.021,52.1,5.677,0.042,26.2
4164,1.048723,112.717229,5367,NGC6132,245.9117,11.78633,4961,2008.918,45.6,10,4.4,3574,6360,245.9119745,11.7862175,0.0346,0.0331,11.693,0.022,48.6,11.693,0.021,50.6,8.167,0.02,55.6,6.219,0.056,19.4
4165,0.200581,174.94233,5368,J1623+5058,245.9133,50.96964,5969,2015.327,35.5,10,3.6,4660,7289,245.9133078,50.9695845,0.0341,0.0335,11.278,0.023,47.0,11.197,0.021,52.9,8.891,0.021,51.2,6.687,0.049,21.9
4166,0.240917,103.30415,5369,MRK0699,245.9411,41.08236,10243,2014.063,65.2,10,7.1,8808,11691,245.9411864,41.0823446,0.0297,0.0294,10.996,0.022,48.6,9.978,0.02,54.1,6.913,0.015,72.6,4.66,0.024,44.3
4167,2.396891,152.99325,5370,SDSSJ16240-0054,246.015,41.08236,13899,2016.191,50.9,5,45.1,12522,15289,246.0154011,41.0817668,0.5643,0.6258,18.009,0.187,5.8,17.755,,0.0,12.806,,0.3,9.397,,-0.1
4168,0.568882,-80.272439,5371,EXO1622.0+2611,246.0392,26.07525,11800,2016.264,43.0,10,3.9,10441,13171,246.0390266,26.0752767,0.032,0.0311,11.019,0.116,9.4,10.399,0.02,54.9,7.491,0.019,58.1,5.49,0.041,26.4
4169,0.184451,107.608982,5372,162435+414134,246.1495,41.69286,9035,2008.146,38.8,10,3.5,7611,10472,246.1495654,41.6928445,0.0461,0.0452,13.455,0.024,45.8,13.438,0.028,39.3,11.629,0.18,6.0,9.117,,0.3
4170,0.581657,51.762501,5373,162448+373103,246.2021,37.51758,8826,2007.191,34.3,10,3.1,7404,10261,246.20226,37.51768,0.0477,0.0472,13.406,0.026,42.5,13.367,0.028,39.0,10.891,0.089,12.2,9.01,0.453,2.4
4171,0.442722,42.34045,5374,CGCG224-020,246.4242,39.6,8952,2010.163,27.5,10,2.4,7529,10388,246.4243075,39.6000909,0.0389,0.0366,11.23,0.022,48.3,11.292,0.021,52.2,10.601,0.084,13.0,9.063,,0.0
4173,0.178588,-57.847423,5376,162630+354018,246.6263,35.67178,9953,2007.191,34.2,10,3.1,8521,11398,246.6262483,35.6718064,0.0337,0.0327,11.423,0.023,46.9,11.333,0.021,51.0,7.886,0.018,61.3,6.179,0.041,26.5
4174,0.407645,104.996119,5377,KUG1624+351,246.6516,35.04506,10252,2014.063,67.1,10,6.8,8817,11700,246.6517336,35.0450307,0.0411,0.0415,13.068,0.025,44.3,12.832,0.025,43.2,9.27,0.03,36.0,7.238,0.085,12.8
4175,0.248205,-42.784718,5378,162656+352800,246.7372,35.46661,9382,2007.191,33.9,10,3.1,7955,10822,246.7371425,35.4666606,0.0343,0.0338,12.594,0.023,46.3,12.068,0.022,50.1,8.021,0.019,57.2,5.096,0.033,32.5
4176,0.520851,71.377928,5379,NGC6159,246.855,42.67972,9435,2012.355,44.8,10,4.5,8007,10876,246.8551865,42.6797662,0.039,0.0373,11.196,0.022,48.5,11.253,0.021,50.6,10.511,0.063,17.2,9.117,,0.3
4177,0.581021,-83.239187,5380,162751+360920,246.9642,36.15558,9547,2007.191,33.4,10,3.0,8118,10989,246.9640015,36.155599,0.0309,0.0301,10.697,0.023,47.5,9.97,0.02,54.5,7.189,0.016,67.6,5.08,0.027,40.0
4178,0.150915,-34.85551,5381,162821+405424,247.0899,40.90678,10106,2008.146,38.6,10,3.4,8672,11553,247.0898683,40.9068144,0.04,0.039,12.467,0.023,46.5,12.439,0.023,47.1,9.663,0.037,29.6,7.747,0.154,7.0
4179,3.553398,-118.368809,5382,3C338,247.1605,39.55169,9100,2004.141,35.1,20,2.2,7675,10538,247.1593736,39.551221,0.0433,0.0398,10.895,0.024,45.2,10.89,0.022,48.3,10.181,0.066,16.5,8.351,0.292,3.7
4180,0.246648,45.75927,5383,1628574+5155454,247.2392,51.92928,8998,2010.95,36.9,10,3.3,7574,10435,247.2392796,51.9293278,0.0303,0.0301,11.364,0.022,48.4,10.614,0.02,54.9,7.251,0.016,69.4,4.882,0.027,39.5
4181,0.080639,-109.290585,5384,162901+191730,247.2551,19.29169,10538,2008.175,48.5,20,3.1,9100,11989,247.2550776,19.2916826,0.0451,0.0447,13.039,0.024,45.5,12.954,0.027,40.0,10.285,0.061,17.7,8.408,0.257,4.2
4182,0.425091,74.980567,5385,MRK885,247.4513,67.37831,7500,2016.332,42.9,10,4.5,6178,8834,247.4515965,67.3783406,0.0314,0.0322,11.116,0.023,47.9,10.841,0.02,53.8,8.003,0.018,60.6,5.605,0.032,33.4
4183,0.896714,76.724161,5386,MRK883,247.47,24.44389,11241,2003.916,45.6,28,2.4,9796,12699,247.4702663,24.4439472,0.0314,0.0309,11.331,0.066,16.5,11.115,0.021,52.3,7.431,0.018,61.8,4.147,0.027,40.3
4184,0.137606,-126.618651,5387,VV807,247.4703,24.44397,11241,2015.108,35.1,5,5.2,9797,12699,247.4702663,24.4439472,0.0314,0.0309,11.331,0.066,16.5,11.115,0.021,52.3,7.431,0.018,61.8,4.147,0.027,40.3
4186,0.338869,-124.414425,5389,163020+223439,247.5865,22.57756,10870,2008.038,34.5,10,3.0,9429,12324,247.5864159,22.5775068,0.0474,0.0477,13.229,0.122,8.9,13.237,0.03,36.8,10.135,0.068,16.1,8.19,0.249,4.4
4187,1.420669,69.45372,5390,IRAS16288+3929,247.6356,39.38408,9184,2005.827,51.1,36,2.5,8846,11730,247.6360781,39.3842185,0.0311,0.0305,11.426,0.022,48.8,10.79,0.02,53.5,7.473,0.017,63.8,4.187,0.024,44.7
4188,0.184928,-19.23919,5391,163032+392303,247.6361,39.38417,9127,2007.191,33.2,10,3.0,7702,10565,247.6360781,39.3842185,0.0311,0.0305,11.426,0.022,48.8,10.79,0.02,53.5,7.473,0.017,63.8,4.187,0.024,44.7
4189,0.131398,-102.821866,5393,163040+302920,247.6705,30.48881,11031,2008.157,38.1,10,3.3,9589,12487,247.6704587,30.4888019,0.0333,0.0329,12.085,0.11,9.8,11.519,0.021,51.1,7.749,0.02,55.5,4.945,0.031,35.0
4190,0.536498,-93.92459,5394,163041+153851,247.6715,15.64747,10013,2008.277,44.2,20,2.7,8580,11459,247.6713456,15.6474598,0.0625,0.049,13.151,0.029,37.9,13.03,0.032,33.5,10.982,0.185,5.9,7.782,,1.2
4191,0.610952,134.713142,5395,163057+164957,247.7364,16.83264,10233,2008.277,45.8,20,2.9,8798,11681,247.736526,16.8325206,0.041,0.0395,12.526,0.023,47.5,12.463,0.024,45.9,9.964,0.052,21.0,7.177,0.09,12.1
4192,0.904051,-179.186039,5396,CGCG138-031,247.7775,23.83306,11123,2010.044,28.0,10,2.6,9680,12579,247.7774961,23.8328089,0.0343,0.0343,12.037,0.081,13.3,11.908,0.023,47.4,7.486,0.019,57.0,5.244,0.037,29.6
4193,0.271891,51.126324,5397,163137+412937,247.908,41.49364,9092,2007.191,33.0,10,2.9,7667,10529,247.9080785,41.4936874,0.0386,0.0373,12.021,0.023,47.5,12.039,0.022,48.8,9.585,0.035,30.9,7.494,0.104,10.4
4194,0.427177,-145.678519,5398,SDSSJ16319+2437,247.9984,24.62789,13000,2016.191,39.5,10,3.8,11630,14382,247.9983264,24.627792,0.0418,0.0408,13.177,0.218,5.0,12.487,0.024,44.8,9.517,0.037,29.4,7.229,0.115,9.5
4195,0.766844,158.877115,5399,NGC6181,248.0873,19.82658,2375,2008.918,45.5,10,4.0,1011,3751,248.0873816,19.8263813,0.0313,0.0303,9.723,0.024,45.8,9.527,0.02,53.5,5.703,0.015,70.1,3.316,0.022,50.2
4196,0.215065,-22.481874,5400,NGC6251,248.1334,82.53786,7459,2003.922,60.2,36,3.5,6049,8881,248.1332241,82.5379152,0.0315,0.0304,9.936,0.022,48.5,9.788,0.02,54.3,7.734,0.017,64.9,5.561,0.033,33.0
4197,1.160999,-94.409131,5401,1632+825,248.1357,82.53794,7500,2003.407,30.4,44,1.6,6090,8923,248.1332241,82.5379152,0.0315,0.0304,9.936,0.022,48.5,9.788,0.02,54.3,7.734,0.017,64.9,5.561,0.033,33.0
4198,0.489943,-16.18705,5402,NGC6217,248.1635,78.19803,1362,2010.364,44.6,10,3.8,8,2728,248.1633145,78.1981607,0.0276,0.0279,9.848,0.021,51.7,9.529,0.019,57.3,5.209,0.014,76.4,2.143,0.016,69.7
4199,0.391602,-109.829507,5403,163244-295702,248.1855,-29.95058,6091,2009.141,50.5,10,5.3,4694,7501,248.1853819,-29.9506169,0.0419,0.0402,11.738,0.024,45.7,11.639,0.023,47.0,9.764,0.049,22.1,7.694,0.222,4.9
4200,0.14869,-179.337772,5404,163322+171816,248.3432,17.30447,10881,2008.277,43.2,20,2.7,9440,12335,248.3431995,17.3044287,0.0502,0.0507,13.576,0.025,43.7,13.532,0.032,33.9,10.763,0.092,11.9,8.895,0.42,2.6
4201,0.614019,132.259265,5405,IRAS16319+4725,248.348,47.31672,34866,2003.922,51.1,40,2.6,33214,36575,248.3481862,47.3166053,0.032,0.0311,12.135,0.023,46.6,11.318,0.02,53.2,7.642,0.017,64.0,4.974,0.024,44.8
4202,0.608179,-50.393537,5406,J163346+495008,248.443,49.83561,0,2015.052,45.5,5,5.4,2722,10320,248.4427982,49.8357177,0.0299,0.0295,11.608,0.022,48.4,11.288,0.02,54.5,6.959,0.015,71.7,4.942,0.024,45.6
4203,1.372864,18.662269,5407,J163347+285902,248.4466,28.98375,0,2015.052,44.5,7,4.8,2722,10320,248.4467395,28.9841113,0.053,0.0518,13.74,0.106,10.3,,,,,,,6.008,,1.9
4204,1.26151,42.100601,5408,163400+361126,248.5033,36.19069,9775,2007.191,32.8,10,2.9,8344,11219,248.5035911,36.19095,0.0396,0.0394,12.669,0.023,46.6,12.505,0.024,44.9,9.215,0.029,36.9,7.406,0.11,9.9
4205,0.926936,152.169523,5409,163442+422206,248.6758,42.36853,9593,2006.358,34.0,10,3.0,8164,11035,248.6759627,42.3683023,0.0573,0.1041,12.617,0.051,21.3,12.395,0.049,22.2,8.983,0.042,25.9,7.135,0.081,13.3
